6.343000000000000000e+03,-7.090000000000000000e+03,-1.363300000000000000e+04
6.330000000000000000e+03,-7.073000000000000000e+03,-1.363000000000000000e+04
6.337000000000000000e+03,-7.071000000000000000e+03,-1.361100000000000000e+04
6.334000000000000000e+03,-7.069000000000000000e+03,-1.360700000000000000e+04
6.349000000000000000e+03,-7.069000000000000000e+03,-1.363500000000000000e+04
6.341000000000000000e+03,-7.067000000000000000e+03,-1.363500000000000000e+04
6.332000000000000000e+03,-7.056000000000000000e+03,-1.362600000000000000e+04
6.328000000000000000e+03,-7.060000000000000000e+03,-1.363000000000000000e+04
6.324000000000000000e+03,-7.056000000000000000e+03,-1.362800000000000000e+04
6.328000000000000000e+03,-7.054000000000000000e+03,-1.362400000000000000e+04
6.314000000000000000e+03,-7.058000000000000000e+03,-1.362400000000000000e+04
6.307000000000000000e+03,-7.041000000000000000e+03,-1.363300000000000000e+04
6.314000000000000000e+03,-7.067000000000000000e+03,-1.361800000000000000e+04
6.309000000000000000e+03,-7.067000000000000000e+03,-1.362400000000000000e+04
6.305000000000000000e+03,-7.065000000000000000e+03,-1.362600000000000000e+04
6.311000000000000000e+03,-7.073000000000000000e+03,-1.362200000000000000e+04
6.311000000000000000e+03,-7.082000000000000000e+03,-1.361500000000000000e+04
6.322000000000000000e+03,-7.088000000000000000e+03,-1.362400000000000000e+04
6.330000000000000000e+03,-7.077000000000000000e+03,-1.362000000000000000e+04
6.328000000000000000e+03,-7.086000000000000000e+03,-1.360200000000000000e+04
6.334000000000000000e+03,-7.075000000000000000e+03,-1.361500000000000000e+04
6.324000000000000000e+03,-7.096000000000000000e+03,-1.360700000000000000e+04
6.339000000000000000e+03,-7.088000000000000000e+03,-1.362200000000000000e+04
6.332000000000000000e+03,-7.071000000000000000e+03,-1.361100000000000000e+04
6.343000000000000000e+03,-7.071000000000000000e+03,-1.361500000000000000e+04
6.349000000000000000e+03,-7.071000000000000000e+03,-1.363700000000000000e+04
6.337000000000000000e+03,-7.071000000000000000e+03,-1.362000000000000000e+04
6.345000000000000000e+03,-7.067000000000000000e+03,-1.362400000000000000e+04
6.330000000000000000e+03,-7.056000000000000000e+03,-1.362200000000000000e+04
6.339000000000000000e+03,-7.071000000000000000e+03,-1.363000000000000000e+04
6.343000000000000000e+03,-7.084000000000000000e+03,-1.362800000000000000e+04
6.328000000000000000e+03,-7.071000000000000000e+03,-1.363700000000000000e+04
6.334000000000000000e+03,-7.062000000000000000e+03,-1.362400000000000000e+04
6.320000000000000000e+03,-7.067000000000000000e+03,-1.362000000000000000e+04
6.322000000000000000e+03,-7.054000000000000000e+03,-1.361800000000000000e+04
6.324000000000000000e+03,-7.071000000000000000e+03,-1.361800000000000000e+04
6.318000000000000000e+03,-7.077000000000000000e+03,-1.362000000000000000e+04
6.326000000000000000e+03,-7.075000000000000000e+03,-1.363500000000000000e+04
6.320000000000000000e+03,-7.082000000000000000e+03,-1.362000000000000000e+04
6.322000000000000000e+03,-7.077000000000000000e+03,-1.362800000000000000e+04
6.326000000000000000e+03,-7.077000000000000000e+03,-1.362200000000000000e+04
6.311000000000000000e+03,-7.073000000000000000e+03,-1.361700000000000000e+04
6.334000000000000000e+03,-7.084000000000000000e+03,-1.360900000000000000e+04
6.334000000000000000e+03,-7.075000000000000000e+03,-1.363500000000000000e+04
6.326000000000000000e+03,-7.079000000000000000e+03,-1.362600000000000000e+04
6.347000000000000000e+03,-7.069000000000000000e+03,-1.361300000000000000e+04
6.336000000000000000e+03,-7.067000000000000000e+03,-1.360400000000000000e+04
6.343000000000000000e+03,-7.047000000000000000e+03,-1.362400000000000000e+04
6.343000000000000000e+03,-7.056000000000000000e+03,-1.362800000000000000e+04
6.332000000000000000e+03,-7.056000000000000000e+03,-1.362800000000000000e+04
6.330000000000000000e+03,-7.056000000000000000e+03,-1.362200000000000000e+04
6.320000000000000000e+03,-7.058000000000000000e+03,-1.363500000000000000e+04
6.320000000000000000e+03,-7.069000000000000000e+03,-1.362600000000000000e+04
6.316000000000000000e+03,-7.052000000000000000e+03,-1.363000000000000000e+04
6.316000000000000000e+03,-7.054000000000000000e+03,-1.362200000000000000e+04
6.307000000000000000e+03,-7.045000000000000000e+03,-1.363000000000000000e+04
