x,y,z
-0.10978507681260337,-0.9202165717118725,0.37569761518553607
-0.09220640387805384,-0.9664007866385576,0.2399322793378464
-0.12249119748471872,-0.9636787350425203,0.23731667064411485
-0.28771941609658025,-0.948530760896144,0.13231376812269058
-0.04695409128284684,-0.983105665294634,0.17691400220840992
0.01967450410447761,-0.9728268408636909,0.23069644900477798
0.03852851469635885,-0.9760414696261752,0.2141462190309894
0.02377293082131381,-0.9749869929534067,0.2209869030776232
0.012993239023431224,-0.9718028314929121,0.23543668457153932
0.009672620486801385,-0.9710073268634329,0.23885395452126965
0.0147343381821088,-0.9725229414493006,0.23234032717790426
0.012567801645138764,-0.9719396331111952,0.2348944442712167
0.0267297278465305,-0.9742107769076337,0.22405107410203431
0.02502894635835807,-0.9757258765657161,0.21756048732307862
0.02847393978148981,-0.9766669129491928,0.2128637496231194
0.03225588806506746,-0.9774247535696022,0.2088071090612965
0.014549156284205354,-0.9773743911404933,0.2110156903980553
-0.008678975370836499,-0.9748342935960541,0.22276170096224857
-0.013175387136458992,-0.9721278148101485,0.23408101342537435
-0.030574009452873654,-0.9679379009530696,0.24932198026756672
-0.033790553704380534,-0.971877619419011,0.23304954699116553
-0.05700556993229528,-0.9712567943678677,0.23110734387065165
-0.07241291793811089,-0.9718595231790067,0.22415493865173278
-0.1148328791411309,-0.9640756503608523,0.2395235901731982
-0.2780535960083441,-0.94325272905848,0.18155023236162057
-0.3612829142989666,-0.9250046531453975,-0.11764798126193403
-0.3810540158940825,-0.8560553760113682,-0.3492377845723851
-0.31315911470240515,-0.8361709475885731,-0.45027715385930206
-0.23010502021311527,-0.7831700290379446,-0.5776645958421088
-0.1829720145672418,-0.741524117631836,-0.6454945583469563
-0.10385432555709605,-0.6916691716892219,-0.7147083573023519
-0.06463720666780584,-0.6841103641571743,-0.7265088032274089
-0.0670244769515929,-0.6878266619932731,-0.7227739636570736
-0.11861420024412468,-0.7121948408261207,-0.6918881269404061
-0.19558313027631388,-0.7760856912479016,-0.5995316830590234
-0.24917326033296056,-0.813113302202502,-0.5260793135225764
-0.29857671689931453,-0.8489092695319239,-0.43612497776256953
-0.29757478472826326,-0.8903019113111479,-0.3446908095810572
-0.2951339383771082,-0.924139142068953,-0.2426165792234252
-0.21157128066100198,-0.9172206526895089,-0.3375557249985471
-0.2637698948959333,-0.9508423720286345,-0.1622474224804448
-0.2230397409834711,-0.9667316808176845,0.12523230911166947
-0.07346777946458859,-0.9521469256490512,0.29667948590626003
-0.09595795847700214,-0.9357118332544013,0.3394634521014207
-0.174743318246364,-0.9320501666147497,0.3174070882032519
-0.17826686549678014,-0.9297226996925047,0.32223691027322404
-0.17735971490758484,-0.9308239227761431,0.31954711126144286
