timestamp,gx,gy,gz
11183.400057725,-0.00036185604949742767,0.0006821439519244937,-0.0007972557438117589
11183.408057725,-0.0004950872901076653,0.0008153751925347452,0.0001353629404600154
11183.416057725,0.0013701500784358833,0.0002824502300937254,-0.00013109954076048758
11183.424057725,0.0005707626347743605,-0.0015827871384498302,-0.00013109954076048758
11183.432057725,3.783767233334068e-05,-0.0011830934166190687,-0.0009304869844220243
11183.434816048,-0.0006283185307179306,0.0004156814707039769,2.1316998497777906e-06
11183.442816048,3.783767233334068e-05,1.5987748873222407e-05,-0.0006640245032015074
11183.450816048,0.0005707626347743605,0.0002824502300937254,-0.00026433078137075294
11183.458344281,0.00017106891294360604,-0.0002504747323472875,-0.00013109954076048758
11183.466344281,0.0008372251159948774,-0.00038370597295754594,0.0005350566622907837
11183.475211358,-0.0020938621774307248,-0.0025154058227216045,2.1316998497777906e-06
11183.483211358,-0.0008947810119384336,-0.0010498621760088103,0.0004018254216805184
11183.490657758,-9.539356827691081e-05,0.0022809188392475463,0.0001353629404600154
11183.498657758,0.0020363062814871546,0.0001492189894834739,-0.0017298744280835332
11183.507069615,-0.0002286248088871623,-0.00011724349173702908,-0.00026433078137075294
11183.515069615,3.783767233334068e-05,0.0008153751925347452,0.0009347503841215521
11183.521665558,0.000437531394164109,-0.0006501684541780489,0.0001353629404600154
11183.529665558,-9.539356827691081e-05,-0.0025154058227216045,0.0001353629404600154
11183.536985588,0.000703993875384612,0.0014815313955860165,-0.0010637182250322619
11183.544985588,-0.0006283185307179306,0.0025473813204680493,0.0001353629404600154
11183.551751456,-0.0014277059743794535,0.0010818376737552551,0.0005350566622907837
11183.559751456,-0.0011612434931589366,-0.0005169372135677974,0.0004018254216805184
11183.567247708,0.000437531394164109,0.0009486064331449967,0.0001353629404600154
11183.575247708,0.000970456356605115,0.0009486064331449967,2.1316998497777906e-06
11183.581621763,0.000437531394164109,-0.0002504747323472875,-0.0009304869844220243
11183.589621763,0.0016366125596563863,-0.0010498621760088103,0.00026859418107028077
11183.60399604,0.00017106891294360604,0.0004156814707039769,2.1316998497777906e-06
11183.610193634,0.0005707626347743605,0.0002824502300937254,0.0001353629404600154
11183.618193634,-0.0008947810119384336,-0.0002504747323472875,-0.0013301807062527787
11183.624938965,-0.00036185604949742767,-0.00038370597295754594,0.0004018254216805184
11183.632938965,0.0019030750408769032,-0.0017160183790600816,-0.0005307932625912559
11183.641055398,0.000970456356605115,-0.00038370597295754594,0.0001353629404600154
11183.649055398,-0.0019606309368204594,0.0002824502300937254,0.0004018254216805184
11183.654798642001,-0.0019606309368204594,0.0009486064331449967,0.00026859418107028077
11183.662798642,-0.0010280122525486851,-0.0006501684541780489,2.1316998497777906e-06
11183.671301906,0.0008372251159948774,-0.00011724349173702908,2.1316998497777906e-06
11183.679301906,0.001236918837825618,0.0014815313955860165,-0.00039756202198099055
11183.685663221,0.000703993875384612,0.0008153751925347452,-0.00039756202198099055
11183.693663221,-0.0004950872901076653,-0.00011724349173702908,-0.00026433078137075294
11183.708231886,-0.0007615497713281821,-0.00011724349173702908,-0.0013301807062527787
11183.714425350001,3.783767233334068e-05,0.0006821439519244937,-0.0006640245032015074
11183.72242535,0.000970456356605115,0.0014815313955860165,-0.00013109954076048758
11183.729290272,0.000703993875384612,-0.0014495558978395787,2.1316998497777906e-06
11183.737290272,3.783767233334068e-05,0.0010818376737552551,-0.00026433078137075294
11183.744821579001,-0.00036185604949742767,-0.0006501684541780489,-0.00026433078137075294
11183.752821579,-0.0008947810119384336,0.0001492189894834739,0.0006682879029010352
11183.75873473,0.0005707626347743605,-0.0018492496196703331,0.0004018254216805184
11183.76673473,-0.0011612434931589366,0.0002824502300937254,-0.00013109954076048758
11183.775488252,0.000437531394164109,-0.0010498621760088103,0.001201212865342055
11183.783488252,-0.0008947810119384336,0.0006821439519244937,0.0001353629404600154
11183.790127213,-0.0008947810119384336,0.0005489127113142422,-0.0005307932625912559
11183.798127213,0.0008372251159948774,0.001348300154975765,0.0004018254216805184
11183.805952573,0.0008372251159948774,-0.0006501684541780489,2.1316998497777906e-06
11183.813952573,-0.0023603246586512278,-0.0007833996947883073,-0.0017298744280835332
11183.827018341,-0.00036185604949742767,0.0004156814707039769,-0.00026433078137075294
11183.833870152,0.0013701500784358833,-0.00011724349173702908,-0.0007972557438117589
11183.841870152,0.000970456356605115,-0.0002504747323472875,2.1316998497777906e-06
11183.850328083001,-0.0002286248088871623,0.0014815313955860165,0.0005350566622907837
11183.858328083,-0.00036185604949742767,0.0012150689143655066,-0.00026433078137075294
11183.863917588,3.783767233334068e-05,-0.0011830934166190687,-0.00026433078137075294
11183.871917588,-0.0002286248088871623,-0.0005169372135677974,2.1316998497777906e-06
11183.879486858,-0.0008947810119384336,0.0009486064331449967,0.0001353629404600154
11183.887486858,-0.0002286248088871623,0.001614762636196268,0.0006682879029010352
11183.8936336,-0.0002286248088871623,-0.0007833996947883073,-0.0011969494656425272
11183.9016336,0.0011036875972153803,-0.0002504747323472875,-0.0010637182250322619
11183.915670342,0.001236918837825618,0.0004156814707039769,-0.0005307932625912559
11183.923515759001,0.00030430015355384366,-0.0007833996947883073,0.0001353629404600154
11183.931515759,-0.0018273996962102218,-0.00011724349173702908,-0.0007972557438117589
11183.937331503,-0.00036185604949742767,0.0012150689143655066,2.1316998497777906e-06
11183.945331503,0.002436000003317923,-0.00011724349173702908,-0.00026433078137075294
11183.952701403,0.0008372251159948774,-0.00011724349173702908,-0.0005307932625912559
11183.960701403,-0.00036185604949742767,0.0012150689143655066,0.0001353629404600154
11183.96738766,-0.0004950872901076653,-0.0002504747323472875,2.1316998497777906e-06
11183.97538766,0.000437531394164109,-0.00211571210089085,-0.0007972557438117589
11183.982761765,0.0008372251159948774,-0.0006501684541780489,-0.0005307932625912559
11183.990761765,-9.539356827691081e-05,0.0017479938768065265,-0.00039756202198099055
11183.997442077,0.0008372251159948774,0.0020144563580270294,0.0006682879029010352
11184.005442077,0.00030430015355384366,0.0002824502300937254,-0.00026433078137075294
11184.019389543,-0.0011612434931589366,0.0004156814707039769,-0.00026433078137075294
11184.026186762001,3.783767233334068e-05,0.0004156814707039769,0.0004018254216805184
11184.034186762,0.0020363062814871546,-0.0005169372135677974,0.0009347503841215521
11184.040896352,0.0005707626347743605,-0.0006501684541780489,-0.00026433078137075294
11184.048896352,-0.0002286248088871623,0.001614762636196268,-0.00026433078137075294
11184.055686609001,0.00030430015355384366,0.0006821439519244937,-0.00013109954076048758
11184.063686609,-0.0002286248088871623,-0.0006501684541780489,-0.0005307932625912559
11184.071211638,-0.00036185604949742767,-0.0007833996947883073,2.1316998497777906e-06
11184.079211638,3.783767233334068e-05,-0.0002504747323472875,-0.0017298744280835332
11184.085542546,0.00030430015355384366,-0.0009166309353985588,0.0004018254216805184
11184.093542546,0.00017106891294360604,0.0004156814707039769,-0.00026433078137075294
11184.108120451,0.00030430015355384366,0.0010818376737552551,2.1316998497777906e-06
11184.1143431,0.00030430015355384366,0.0010818376737552551,2.1316998497777906e-06
11184.1223431,0.0005707626347743605,0.0002824502300937254,-0.00039756202198099055
11184.129291541,-0.00036185604949742767,0.0004156814707039769,0.00026859418107028077
11184.137291541,-0.0006283185307179306,-0.0005169372135677974,0.0008015191435112867
11184.145641491,0.0013701500784358833,-0.0006501684541780489,-0.00039756202198099055
11184.153641491,0.0005707626347743605,0.0006821439519244937,0.0005350566622907837
11184.160073583,-0.0011612434931589366,0.0012150689143655066,-0.00039756202198099055
11184.168073583,-0.0010280122525486851,1.5987748873222407e-05,0.00026859418107028077
11184.175729463,0.00030430015355384366,-0.0013163246572293202,0.0006682879029010352
11184.183729463,0.000703993875384612,-0.0007833996947883073,2.1316998497777906e-06
11184.190444683,3.783767233334068e-05,0.0004156814707039769,-0.00026433078137075294
11184.198444683,0.00030430015355384366,-0.0005169372135677974,0.0005350566622907837
11184.206129656,0.000970456356605115,-0.0009166309353985588,-0.0005307932625912559
11184.214129656,0.0011036875972153803,-0.0015827871384498302,0.00026859418107028077
11184.227152553,0.00017106891294360604,-0.00011724349173702908,0.0005350566622907837
11184.232534263001,-0.0008947810119384336,-0.0009166309353985588,-0.00039756202198099055
11184.240534263,-9.539356827691081e-05,0.0002824502300937254,0.0001353629404600154
11184.248923842,0.0008372251159948774,0.0010818376737552551,-0.0007972557438117589
11184.256923842,0.00216953752209742,0.0006821439519244937,-0.0009304869844220243
11184.263892616,0.000437531394164109,-0.0007833996947883073,0.0001353629404600154
11184.271892616,-0.0018273996962102218,-0.00211571210089085,-0.00013109954076048758
11184.279552608,-0.0016941684555999564,0.0002824502300937254,-0.00039756202198099055
11184.287552608,0.0005707626347743605,-0.00011724349173702908,0.0013344441059523066
11184.294065884,0.002436000003317923,-0.0006501684541780489,0.0006682879029010352
11184.302065884,0.000970456356605115,0.0009486064331449967,0.001467675346562558
11184.310360001,0.000703993875384612,0.0012150689143655066,-0.00039756202198099055
11184.318360001,-0.001294474733769202,-0.0015827871384498302,-0.0006640245032015074
11184.329797131,-0.0004950872901076653,-0.0002504747323472875,0.0008015191435112867
11184.33607478,0.000437531394164109,-0.00011724349173702908,0.0004018254216805184
11184.34407478,0.0023027687627076576,0.0008153751925347452,-0.0006640245032015074
11184.352390711,3.783767233334068e-05,-0.0005169372135677974,-0.0011969494656425272
11184.360390711,-0.0018273996962102218,0.0001492189894834739,2.1316998497777906e-06
11184.366070623,-0.0004950872901076653,1.5987748873222407e-05,2.1316998497777906e-06
11184.374070623,0.0019030750408769032,-0.0013163246572293202,0.0001353629404600154
11184.387463611,0.0008372251159948774,-0.00038370597295754594,-0.00026433078137075294
11184.394303885,-9.539356827691081e-05,0.001348300154975765,-0.00039756202198099055
11184.402303885,3.783767233334068e-05,0.0005489127113142422,-0.0007972557438117589
11184.409128086,0.0005707626347743605,-0.0009166309353985588,0.0004018254216805184
11184.417128086,3.783767233334068e-05,0.0006821439519244937,-0.0014634119468630302
11184.424846096,0.001236918837825618,0.0006821439519244937,-0.00039756202198099055
11184.432846096,-0.0008947810119384336,1.5987748873222407e-05,-0.0006640245032015074
11184.439129448001,-0.001294474733769202,-0.0011830934166190687,-0.00013109954076048758
11184.447129448,3.783767233334068e-05,-0.0014495558978395787,0.0004018254216805184
11184.454600441,0.002968924965758929,-0.0010498621760088103,0.0001353629404600154
11184.462600441,0.000970456356605115,-0.00011724349173702908,-0.00013109954076048758
11184.475543913,-0.00036185604949742767,0.0009486064331449967,0.0004018254216805184
11184.48228654,-0.0004950872901076653,-0.00011724349173702908,0.00026859418107028077
11184.49028654,0.00017106891294360604,-0.0006501684541780489,-0.00013109954076048758
11184.49506142,0.0017698438002666517,-0.0002504747323472875,0.0008015191435112867
11184.50306142,0.00030430015355384366,0.0026806125610783008,0.0006682879029010352
